lat lon id secret server farm org.scrt fmt
37.286887 -109.547456 1366264947 4cddd50c8a 1146 2 29 photo
37.286887 -109.547456 1366265319 2f40c2b3ff 1121 2 3 photo
37.286887 -109.547456 1367160874 3c3b6eb6f2 1093 2 28 photo
37.288669 -109.537494 1582893491 b973a0626c 2295 3 c5b103aa7e jpg
37.288669 -109.537494 1583779746 edc26baac3 2014 3 f223df370c jpg
37.286704 -109.545965 237408541 8d418de874 82 1 8d418de874 jpg
37.285573 -109.547789 2644984903 4ffc88c294 3259 4 b4e9b94297 png
37.284011 -109.552874 2644985295 0fc0bb124c 3019 4 6bbd999806 jpg
37.283759 -109.553571 2644985633 3a24ec46fc 3011 4 3dddbd3b05 jpg
37.283255 -109.559354 2644985817 23b6b91018 3040 4 122df1d233 jpg
37.283025 -109.558968 2644986083 aea2f0da48 3175 4 a6f61b94a5 png
37.285031 -109.548507 2645811380 2c685657f4 3107 4 510c7a322e jpg
37.284011 -109.552874 2645811588 c1c455e7f8 3071 4 ec9b1357ca jpg
37.283925 -109.553217 2645811792 7466b4fa8c 3077 4 0b0777e8e9 jpg
37.283908 -109.552938 2645811876 82bd1178c8 3028 4 1d1ebf79a3 jpg
37.283819 -109.55282 2645811952 85dcf35f6a 3175 4 084e28d9bb jpg
37.284322 -109.553604 2645812164 9aca1b66ea 3071 4 a8aa4583ea jpg
37.622746 -109.480637 2850746883 b017542ce6 3276 4 b39ff10b2b jpg
37.38552 -109.080924 28672629 95820867c8 21 1 95820867c8 jpg
37.38552 -109.080924 28672790 0096d2b184 23 1 0096d2b184 jpg
37.38552 -109.080924 28673368 d246e2f80e 21 1 d246e2f80e jpg
37.385793 -109.0766 3108242019 93f3a7fdd8 3190 4 076ea45b21 jpg
37.385793 -109.0766 3108243529 2249b34d25 3177 4 c32a21aeec jpg
37.385793 -109.0766 3108244375 87b6f8b506 3012 4 9a404612e1 jpg
37.385793 -109.0766 3108246953 374f418b0b 3018 4 8b840aaf0a jpg
37.385793 -109.0766 3108251211 aafda6ac89 3239 4 2eec83ce4b jpg
37.385793 -109.0766 3108252097 ac3dd74046 3104 4 3dafbbbb21 jpg
37.385793 -109.0766 3108253021 74439161da 3222 4 dfef1f5f51 jpg
37.385793 -109.0766 3109074606 67185fc50f 3258 4 02f52201a4 jpg
37.385793 -109.0766 3109078684 09c8bc724b 3107 4 b759a9e0b1 jpg
37.385793 -109.0766 3109081788 1648e177be 3134 4 3e6ac0c270 jpg
37.385793 -109.0766 3109083436 0e37c7ed62 3266 4 d7a8caf7ea jpg
37.286098 -109.545729 3391828767 8f03fc2012 3419 4 30 photo
37.383875 -109.079196 3493283140 886ee52b18 3577 4 e3ed3998b5 jpg
37.382438 -109.071031 3537302539 a200631600 2263 3 9098716a5c jpg
37.382438 -109.071031 3537302851 968b32e5bb 2346 3 2d662fe313 jpg
37.382762 -109.073005 3537303143 7a233a37f3 2379 3 a885f3bd72 jpg
37.383491 -109.078627 3537303561 81e2735379 2442 3 890fed1afd jpg
37.384186 -109.080172 3537303823 bf9ffb6524 2408 3 08fd0a243c jpg
37.382438 -109.071031 3538115360 2ac8261f19 3406 4 0c76a982b7 jpg
37.384974 -109.08073 3538116302 9213edd1f9 3653 4 d6087f403c jpg
37.39978 -109.041642 3684656429 8922b10907 2656 3 dc909b7570 jpg
37.386186 -109.081134 3684656657 3a11aa6a32 2448 3 daac0f1e55 jpg
37.408283 -109.031292 3685465156 f4bb5a0e5e 3545 4 eb68d88f82 jpg
37.3861 -109.080706 3685465760 2e995bc27c 2612 3 3ee353857b jpg
37.384252 -109.076684 3685465916 3630b07cab 2672 3 8fdd291e29 jpg
37.383413 -109.070209 3685466102 270fa068cf 2644 3 daf7cbc0c7 jpg
37.383413 -109.070209 3685466302 3f496424cc 3645 4 28e64a5c9e jpg
37.384894 -109.077175 3685466512 8277a23d52 2621 3 4e1986eca9 jpg
37.280681 -109.572261 3777135913 120b5996de 2451 3 c9cf46818d jpg
37.281497 -109.568624 3777141097 55eee24af4 2526 3 3132c25e2a jpg
37.280681 -109.572261 3777939788 6fb2d31484 2620 3 5a85053eb9 jpg
37.28702 -109.547306 3777941628 b1651452a5 2667 3 c654ec942d jpg
37.281497 -109.568624 3777945768 a95dd0e8ee 2627 3 29625f6240 jpg
37.383231 -109.073896 451065606 444962596a 187 1 12 photo
37.383231 -109.073896 451069200 279ac8b568 236 1 11 photo
37.383231 -109.073896 451070708 ce792da194 228 1 8 photo
37.383231 -109.073896 451081385 477546ad10 195 1 10 photo
37.61526 -109.477358 4952099648 7f48565670 4144 5 39 photo
37.286426 -109.545503 507197475 62478e917c 206 1 89e6117c59 jpg
37.282564 -109.559006 527358523 e7f733dbd6 1013 2 6e399dd2c3 jpg
37.282564 -109.559006 527358873 cd3e517223 221 1 314bd29378 jpg
37.281719 -109.551506 528917842 855e44093f 1085 2 4f826348ed jpg
37.282564 -109.559006 528918030 644fbfcbec 1116 2 acdae9c6d7 jpg
37.281719 -109.551506 529006533 0b7ed9543b 1187 2 6b0666bf88 jpg
37.282564 -109.559006 529006707 e3685c8046 1029 2 d25cc31ef8 jpg
37.282564 -109.559006 529006857 92b2c34a28 1024 2 200c7da330 jpg
37.282564 -109.559006 529006941 8e7d243d05 1180 2 27f880fdde jpg
37.329141 -109.042316 529652920 4d7e2505fb 249 1 fa7255a960 jpg
37.329227 -109.042659 529738729 4a1d101f49 1095 2 10ccd6d69c jpg
37.28632 -109.545503 5316347851 58acbc2cc4 5081 6 a8453f6ff0 jpg
37.286324 -109.545546 5316942570 a8180dcf1f 5287 6 5afa66a51a jpg
37.384923 -109.077329 709045739 e29739478b 1035 2 54d7eac98d jpg
37.384923 -109.077329 709045917 663e983be8 1294 2 2aec577ef7 jpg
37.384923 -109.077329 709047519 a7308f9dd7 1067 2 4a02440f0f jpg
37.384923 -109.077329 709047775 71508177c7 1357 2 a91b1c91cf jpg
37.384923 -109.077329 709048101 773968155b 1227 2 eb1618893a jpg
37.384923 -109.077329 709050393 fca62b4f92 1096 2 671f613daa jpg
37.384923 -109.077329 709051769 ea98d2bdc4 1233 2 822abf9b90 jpg
37.384923 -109.077329 709052703 3426d46e5f 1171 2 0bc07e9eb9 jpg
37.384923 -109.077329 709053059 29a930c700 1336 2 7dbb9bd785 jpg
37.384923 -109.077329 709053505 afd9839f42 1304 2 596ca0b26b jpg
37.384923 -109.077329 709053767 4414c79416 1421 2 d411e8a95d jpg
37.384923 -109.077329 709920028 7c2776d293 1393 2 91a4dc73eb jpg
37.384923 -109.077329 709921172 31d9b50c7e 1007 2 d5668a51a2 jpg
37.384923 -109.077329 709921422 514a4795b8 1317 2 cefba8fc0b jpg
37.384923 -109.077329 709922888 6f6465ba6c 1356 2 1c956e66aa jpg
37.384923 -109.077329 709924586 223239ba64 1268 2 943533aa30 jpg
37.384923 -109.077329 709925172 a09699f786 1147 2 e4bc638a0c jpg
37.384923 -109.077329 709925322 2218297901 1181 2 aed318204b jpg
37.384923 -109.077329 709925484 c5b9ae469d 1080 2 634d47ac1c jpg
37.384923 -109.077329 709925788 f0d80d061c 1237 2 7e757038ac jpg
37.384923 -109.077329 709926028 4c69b62f85 1097 2 74a319d177 jpg
37.384923 -109.077329 709926554 7fcaffb44b 1419 2 b73c2c0885 jpg
37.384923 -109.077329 709926822 eef8e83cd2 1178 2 d5d45c042f jpg
37.384923 -109.077329 709928492 d1091c6667 1327 2 ff074032f3 jpg
37.287826 -109.547445 881462359 7c9071017d 1028 2 e8002deba0 jpg
37.286887 -109.547456 965210257 842ac61779 1331 2 26 photo
37.286887 -109.547456 965210551 5840abf2f3 1245 2 7 photo
37.286887 -109.547456 966062864 333ae53838 1220 2 8 photo
