lat lon id secret server farm org.scrt fmt
37.63587 -0.688726 1194067207 3d54b04dfc 1277 2 f296a73108 jpg
37.635203 -0.689858 131016751 9bb7e9b72f 53 1 17205 photo
37.632815 -0.698339 1387605430 626d784d78 1345 2 287 photo
37.630338 -0.698425 1562238516 1c32ef8e57 2399 3 195fed4e9d jpg
37.632786 -0.698683 1580133365 92aff7d0ee 2030 3 141 photo
37.631226 -0.70085 1581024730 d70aa14045 2181 3 207 photo
37.634425 -0.690529 1749512632 e893240d92 2320 3 d14e476489 jpg
-0.317229 37.288971 183263621 84d25f5445 66 1 84d25f5445 jpg
-0.317229 37.288971 183264798 9c8881f6d8 78 1 9c8881f6d8 jpg
-0.317229 37.288971 183264799 880ddce214 77 1 880ddce214 jpg
-0.317229 37.288971 183264800 d2c7c58b98 6 1 d2c7c58b98 jpg
-0.317229 37.288971 183264801 d062bb34df 54 1 d062bb34df jpg
-0.317229 37.288971 183264802 10a12b794b 57 1 10a12b794b jpg
37.634583 -0.690046 2230840819 7d1ab85c79 2288 3 e87c64cf5d jpg
37.633963 -0.691522 2334658973 463b569828 2164 3 62d3b3985a jpg
37.630457 -0.705131 2358239151 f852303ea4 2245 3 bc5be6fd00 jpg
37.633963 -0.691522 2358382433 b7bf0bb15e 3294 4 040a6ed18c jpg
37.63152 -0.700131 2396871204 66bf948df1 2386 3 3410bd6c39 jpg
37.637437 -0.706064 2428267721 d327b01fd4 2335 3 3e1ba53050 jpg
37.63293 -0.699123 2428333777 1195f1a3f5 2271 3 5dcca248fd jpg
37.632739 -0.698608 2428343995 51106f9865 2322 3 7f98e42891 jpg
37.634795 -0.703017 2429087426 f2b6b93653 2160 3 4235546dd6 jpg
37.634323 -0.702073 2429098378 6838dd5b05 2375 3 d433b2508b jpg
37.633826 -0.701075 2429126520 97658eb4aa 3193 4 657e8eb31e jpg
37.633733 -0.700603 2429136388 3524f7fd80 2142 3 ddb9fa4bd3 jpg
37.634587 -0.691988 2515061606 a61094fc72 2050 3 9 photo
37.632029 -0.691816 2630837950 1ffd1f48c0 3279 4 4cff0e0870 jpg
37.630819 -0.701515 2633906024 091c307e26 3032 4 4582a3a421 jpg
37.631498 -0.700174 2646560320 ff62c92397 3036 4 2423b28df5 jpg
37.634566 -0.689295 2717901242 dd3d84c5ac 3096 4 73 photo
37.634383 -0.689756 2741348313 7ebea7caf2 3279 4 e9f6ecd72e jpg
37.634107 -0.691688 2808841552 a0c820bd9a 2314 3 270 photo
37.63145 -0.699044 2882483717 055d0f0ee3 3260 4 4aa915b3d9 jpg
