lat lon id secret server farm org.scrt fmt
-0.161 37.445919 10491449534 7315d8f9f1 7353 8 d88f694eb8 jpg
-0.161281 37.445927 10491503905 5476377175 2841 3 9f48467b45 jpg
-0.16127 37.445947 10491531836 4251c7c91a 2832 3 a9c3b84025 jpg
-0.161184 37.445902 10491600213 dd323cde65 2809 3 751718429b jpg
-0.161312 37.446094 10491788084 277e2cc08c 7297 8 6ee3c93c25 jpg
-0.161312 37.446094 10491799425 1f8112a996 2889 3 39d0c92b90 jpg
-0.161312 37.446094 10491824845 4742dc5c1a 5495 6 5afb47b5a4 jpg
-0.161295 37.445844 10491878973 e61d562b7b 3778 4 d674366cea jpg
-0.16197 37.44648 10492089774 386a92e4c7 2889 3 18debaf658 jpg
-0.174781 37.458736 10492142996 e4fd3e775d 5525 6 7a0b489dc2 jpg
-0.162634 37.447061 10492194384 808bc6337e 3693 4 df7c6721e4 jpg
-0.189731 37.473822 10492233324 6c953af3e0 3778 4 430fd5009f jpg
-0.161312 37.446094 10492246033 97a31369c0 7315 8 27d8404a52 jpg
-0.189731 37.474113 10492246564 220e5bf1db 2825 3 65d700984a jpg
-0.21127 37.505911 10492308244 2828ef2fe6 5520 6 bb3b8d8735 jpg
-0.211245 37.505925 10492336356 a32ea27285 7404 8 db717494e2 jpg
-0.161187 37.446036 10515030006 8f1622f17e 7398 8 af63e38ae9 jpg
-0.174781 37.458736 10515420776 b6d7d8fbe9 3764 4 d4a924250c jpg
-0.177039 37.461102 10515493614 4ed2dbe5fa 7416 8 e185959cc0 jpg
-0.317229 37.288971 183263621 84d25f5445 66 1 84d25f5445 jpg
-0.317229 37.288971 183264798 9c8881f6d8 78 1 9c8881f6d8 jpg
-0.317229 37.288971 183264799 880ddce214 77 1 880ddce214 jpg
-0.317229 37.288971 183264800 d2c7c58b98 6 1 d2c7c58b98 jpg
-0.317229 37.288971 183264801 d062bb34df 54 1 d062bb34df jpg
-0.317229 37.288971 183264802 10a12b794b 57 1 10a12b794b jpg
37.485146 0.001001 3054841213 83afbc37a8 3289 4 89ef8bdd07 jpg
37.544235 0.001001 3054841725 315f5591a7 3145 4 dec1fca749 jpg
37.565759 0.001001 3054842813 b29eb0779a 3194 4 063870cd87 jpg
37.565758 0.001001 3054843451 a01e76708b 3002 4 8e15738dcd jpg
37.533453 0.001001 3055678242 b974cb3fa3 3002 4 fa6e74842e jpg
37.565761 0.001001 3055680944 7334a6337a 3226 4 751c98e70a jpg
