lat lon id secret server farm org.scrt fmt
46.868816 37.283427 11074970265 6fa286e1af 5500 6 7f7785c576 jpg
37.680377 47.002261 4403708965 a48528558f 4040 5 5ba7345fea jpg
37.682438 46.9986 4406046695 4fe20267e0 4026 5 7d417f3534 jpg
37.656102 47.053497 4406150085 efd3895591 4033 5 bca85ae303 jpg
37.642297 46.839316 5493965952 0d01a2ca6a 5174 6 c4e38d0601 jpg
46.869345 37.284679 5881685573 4801cab5d7 6015 7 733 photo
46.870519 37.308712 5881686403 5e17468ddf 5146 6 786 photo
47.054686 37.502002 9415938503 bf92edbba3 3757 4 20746 photo
47.032694 37.479343 9454785260 cffd4dd281 5456 6 29625 photo
